Severity,Checker,File,Line
"Minor","FB.EI_EXPOSE_REP2","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/mitigation/SqlOnlyInputValidation.java","26"
"Minor","FB.EI_EXPOSE_REP2","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/mitigation/SqlOnlyInputValidationOnKeywords.java","30"
"Minor","FB.EI_EXPOSE_REP2","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/webwolfintroduction/MailAssignment.java","35"
"Minor","FB.EI_EXPOSE_REP2","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/xss/CrossSiteScriptingLesson5a.java","39"
"Minor","FB.EI_EXPOSE_REP2","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/xss/CrossSiteScriptingLesson6a.java","31"
"Minor","FB.EI_EXPOSE_REP2","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/xss/DOMCrossSiteScripting.java","26"
"Minor","FB.EI_EXPOSE_REP2","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/xss/DOMCrossSiteScriptingVerifier.java","35"
"Minor","FB.EI_EXPOSE_REP2","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/xss/stored/StoredCrossSiteScriptingVerifier.java","25"
"Minor","FB.EI_EXPOSE_REP2","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/xxe/BlindSendFileAssignment.java","50"
"Minor","FB.EI_EXPOSE_REP2","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/xxe/CommentsEndpoint.java","23"
"Minor","FB.EI_EXPOSE_REP2","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/xxe/ContentTypeAssignment.java","42"
"Minor","FB.EI_EXPOSE_REP2","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/xxe/SimpleXXE.java","45"
"Minor","FB.EI_EXPOSE_REP2","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/webwolf/requests/Requests.java","29"
"Minor","FB.EI_EXPOSE_REP2","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/webwolf/WebSecurityConfig.java","25"
"Major","FB.GC_UNRELATED_TYPES","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/container/service/LessonMenuService.java","64"
"Minor","FB.HARD_CODE_PASSWORD","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/it/java/org/owasp/webgoat/integration/ChallengeIntegrationTest.java","82"
"Minor","FB.HARD_CODE_PASSWORD","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/it/java/org/owasp/webgoat/integration/CryptoIntegrationTest.java","78"
"Minor","FB.HARD_CODE_PASSWORD","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/it/java/org/owasp/webgoat/integration/CSRFIntegrationTest.java","213"
"Minor","FB.HARD_CODE_PASSWORD","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/it/java/org/owasp/webgoat/integration/GeneralLessonIntegrationTest.java","123"
"Minor","FB.HARD_CODE_PASSWORD","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/it/java/org/owasp/webgoat/integration/GeneralLessonIntegrationTest.java","133"
"Minor","FB.HARD_CODE_PASSWORD","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/it/java/org/owasp/webgoat/integration/IDORIntegrationTest.java","44"
"Minor","FB.HARD_CODE_PASSWORD","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/it/java/org/owasp/webgoat/integration/SqlInjectionAdvancedIntegrationTest.java","19"
"Minor","FB.HARD_CODE_PASSWORD","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/it/java/org/owasp/webgoat/integration/SqlInjectionAdvancedIntegrationTest.java","21"
"Minor","FB.HARD_CODE_PASSWORD","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/it/java/org/owasp/webgoat/integration/SqlInjectionAdvancedIntegrationTest.java","26"
"Minor","FB.HARD_CODE_PASSWORD","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/idor/IDORLogin.java","35"
"Minor","FB.HARD_CODE_PASSWORD","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/idor/IDORLogin.java","41"
"Minor","FB.HARD_CODE_PASSWORD","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/test/java/org/owasp/webgoat/container/users/UserValidatorTest.java","29"
"Minor","FB.HARD_CODE_PASSWORD","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/test/java/org/owasp/webgoat/container/users/UserValidatorTest.java","30"
"Minor","FB.HARD_CODE_PASSWORD","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/test/java/org/owasp/webgoat/container/users/UserValidatorTest.java","41"
"Minor","FB.HARD_CODE_PASSWORD","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/test/java/org/owasp/webgoat/container/users/UserValidatorTest.java","42"
"Minor","FB.HARD_CODE_PASSWORD","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/test/java/org/owasp/webgoat/container/users/UserValidatorTest.java","54"
"Minor","FB.HARD_CODE_PASSWORD","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/test/java/org/owasp/webgoat/container/users/UserValidatorTest.java","55"
"Major","FB.ICAST_INTEGER_MULTIPLY_CAST_TO_LONG","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/challenges/challenge7/MD5.java","297"
"Minor","FB.MS_PKGPROTECT","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/cryptography/HashingAssignment.java","28"
"Minor","FB.MS_PKGPROTECT","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/jwt/JWTSecretKeyEndpoint.java","34"
"Minor","FB.NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/pathtraversal/ProfileZipSlip.java","58"
"Minor","FB.NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/server/StartWebGoat.java","44"
"Minor","FB.NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/webwolf/FileServer.java","79"
"Minor","FB.NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/webwolf/jwt/JWTController.java","32"
"Minor","FB.NP_NULL_PARAM_DEREF","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/container/LessonTemplateResolver.java","61"
"Minor","FB.OBL_UNSATISFIED_OBLIGATION","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/challenges/challenge5/Assignment5.java","44"
"Minor","FB.OBL_UNSATISFIED_OBLIGATION","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/challenges/challenge5/Assignment5.java","50"
"Minor","FB.OBL_UNSATISFIED_OBLIGATION","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/jwt/claimmisuse/JWTHeaderKIDEndpoint.java","74"
"Minor","FB.OBL_UNSATISFIED_OBLIGATION","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/jwt/claimmisuse/JWTHeaderKIDEndpoint.java","75"
"Minor","FB.OBL_UNSATISFIED_OBLIGATION","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionChallenge.java","56"
"Minor","FB.OBL_UNSATISFIED_OBLIGATION","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionChallenge.java","57"
"Minor","FB.OBL_UNSATISFIED_OBLIGATION","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionChallengeLogin.java","34"
"Minor","FB.OBL_UNSATISFIED_OBLIGATION","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionChallengeLogin.java","38"
"Minor","FB.OBL_UNSATISFIED_OBLIGATION","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionLesson6b.java","47"
"Minor","FB.OBL_UNSATISFIED_OBLIGATION","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionLesson6b.java","49"
"Minor","FB.OBL_UNSATISFIED_OBLIGATION","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson10.java","54"
"Minor","FB.OBL_UNSATISFIED_OBLIGATION","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson10.java","99"
"Minor","FB.OBL_UNSATISFIED_OBLIGATION","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson10.java","100"
"Minor","FB.OBL_UNSATISFIED_OBLIGATION","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson2.java","48"
"Minor","FB.OBL_UNSATISFIED_OBLIGATION","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson2.java","49"
"Minor","FB.OBL_UNSATISFIED_OBLIGATION","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson3.java","44"
"Minor","FB.OBL_UNSATISFIED_OBLIGATION","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson5.java","82"
"Minor","FB.OBL_UNSATISFIED_OBLIGATION","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson5.java","87"
"Minor","FB.OBL_UNSATISFIED_OBLIGATION","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson5b.java","48"
"Minor","FB.OBL_UNSATISFIED_OBLIGATION","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson5b.java","69"
"Minor","FB.OBL_UNSATISFIED_OBLIGATION","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson8.java","59"
"Minor","FB.OBL_UNSATISFIED_OBLIGATION","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson8.java","62"
"Minor","FB.OBL_UNSATISFIED_OBLIGATION","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson8.java","141"
"Minor","FB.OBL_UNSATISFIED_OBLIGATION","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson9.java","63"
"Minor","FB.OBL_UNSATISFIED_OBLIGATION","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson9.java","93"
"Minor","FB.OBL_UNSATISFIED_OBLIGATION","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson9.java","94"
"Minor","FB.OBL_UNSATISFIED_OBLIGATION","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/test/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson5Test.java","27"
"Minor","FB.OBL_UNSATISFIED_OBLIGATION_EXCEPTION_EDGE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson9.java","116"
"Minor","FB.ODR_OPEN_DATABASE_RESOURCE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/challenges/challenge5/Assignment5.java","44"
"Minor","FB.ODR_OPEN_DATABASE_RESOURCE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/jwt/claimmisuse/JWTHeaderKIDEndpoint.java","74"
"Minor","FB.ODR_OPEN_DATABASE_RESOURCE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionChallenge.java","56"
"Minor","FB.ODR_OPEN_DATABASE_RESOURCE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionChallenge.java","63"
"Minor","FB.ODR_OPEN_DATABASE_RESOURCE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionChallengeLogin.java","34"
"Minor","FB.ODR_OPEN_DATABASE_RESOURCE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionLesson6b.java","47"
"Minor","FB.ODR_OPEN_DATABASE_RESOURCE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson10.java","54"
"Minor","FB.ODR_OPEN_DATABASE_RESOURCE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson2.java","48"
"Minor","FB.ODR_OPEN_DATABASE_RESOURCE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson3.java","46"
"Minor","FB.ODR_OPEN_DATABASE_RESOURCE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson5b.java","48"
"Minor","FB.ODR_OPEN_DATABASE_RESOURCE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson8.java","59"
"Minor","FB.ODR_OPEN_DATABASE_RESOURCE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson9.java","63"
"Minor","FB.ODR_OPEN_DATABASE_RESOURCE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/test/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson5Test.java","27"
"Minor","FB.OS_OPEN_STREAM","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/dummy/insecure/framework/VulnerableTaskHolder.java","70"
"Minor","FB.OS_OPEN_STREAM","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/pathtraversal/ProfileZipSlip.java","75"
"Minor","FB.PATH_TRAVERSAL_IN","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/it/java/org/owasp/webgoat/integration/CSRFIntegrationTest.java","99"
"Minor","FB.PATH_TRAVERSAL_IN","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/it/java/org/owasp/webgoat/integration/LabelAndHintIntegrationTest.java","168"
"Minor","FB.PATH_TRAVERSAL_IN","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/it/java/org/owasp/webgoat/integration/PathTraversalIntegrationTest.java","127"
"Minor","FB.PATH_TRAVERSAL_IN","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/container/WebGoat.java","31"
"Minor","FB.PATH_TRAVERSAL_IN","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/challenges/challenge7/MD5.java","53"
"Minor","FB.PATH_TRAVERSAL_IN","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/clientsidefiltering/Salaries.java","42"
"Minor","FB.PATH_TRAVERSAL_IN","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/clientsidefiltering/Salaries.java","59"
"Minor","FB.PATH_TRAVERSAL_IN","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadBase.java","51"
"Minor","FB.PATH_TRAVERSAL_IN","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadBase.java","70"
"Minor","FB.PATH_TRAVERSAL_IN","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadBase.java","103"
"Minor","FB.PATH_TRAVERSAL_IN","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadRetrieval.java","54"
"Minor","FB.PATH_TRAVERSAL_IN","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadRetrieval.java","64"
"Minor","FB.PATH_TRAVERSAL_IN","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadRetrieval.java","101"
"Minor","FB.PATH_TRAVERSAL_IN","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/pathtraversal/ProfileZipSlip.java","67"
"Minor","FB.PATH_TRAVERSAL_IN","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/pathtraversal/ProfileZipSlip.java","79"
"Minor","FB.PATH_TRAVERSAL_IN","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/xxe/BlindSendFileAssignment.java","56"
"Minor","FB.PATH_TRAVERSAL_IN","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/xxe/Ping.java","32"
"Minor","FB.PATH_TRAVERSAL_IN","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/webwolf/FileServer.java","70"
"Minor","FB.PATH_TRAVERSAL_IN","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/webwolf/FileServer.java","79"
"Minor","FB.PATH_TRAVERSAL_IN","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/webwolf/FileServer.java","90"
"Minor","FB.PATH_TRAVERSAL_IN","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/webwolf/FileServer.java","94"
"Minor","FB.PATH_TRAVERSAL_IN","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/webwolf/MvcConfiguration.java","52"
"Minor","FB.PATH_TRAVERSAL_IN","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/test/java/org/owasp/webgoat/lessons/xxe/BlindSendFileAssignmentTest.java","91"
"Minor","FB.PATH_TRAVERSAL_IN","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/test/java/org/owasp/webgoat/lessons/xxe/BlindSendFileAssignmentTest.java","105"
"Minor","FB.PATH_TRAVERSAL_IN","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/test/java/org/owasp/webgoat/lessons/xxe/BlindSendFileAssignmentTest.java","137"
"Minor","FB.PREDICTABLE_RANDOM","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/challenges/challenge1/ImageServlet.java","21"
"Minor","FB.PREDICTABLE_RANDOM","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/challenges/challenge7/PasswordResetLink.java","18"
"Minor","FB.PREDICTABLE_RANDOM","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/cryptography/EncodingAssignment.java","37"
"Minor","FB.PREDICTABLE_RANDOM","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/cryptography/HashingAssignment.java","37"
"Minor","FB.PREDICTABLE_RANDOM","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/cryptography/HashingAssignment.java","55"
"Minor","FB.PREDICTABLE_RANDOM","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/csrf/CSRFGetFlag.java","39"
"Minor","FB.PREDICTABLE_RANDOM","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/csrf/CSRFGetFlag.java","45"
"Minor","FB.PREDICTABLE_RANDOM","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/csrf/CSRFGetFlag.java","56"
"Minor","FB.PREDICTABLE_RANDOM","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/hijacksession/cas/HijackSessionAuthenticationProvider.java","29"
"Minor","FB.PREDICTABLE_RANDOM","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/hijacksession/cas/HijackSessionAuthenticationProvider.java","60"
"Minor","FB.PREDICTABLE_RANDOM","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/jwt/JWTSecretKeyEndpoint.java","38"
"Major","FB.REC_CATCH_EXCEPTION","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson5.java","48"
"Major","FB.RV_RETURN_VALUE_IGNORED","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson5.java","65"
"Major","FB.RV_RETURN_VALUE_IGNORED_BAD_PRACTICE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/clientsidefiltering/Salaries.java","44"
"Major","FB.RV_RETURN_VALUE_IGNORED_BAD_PRACTICE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadBase.java","52"
"Major","FB.RV_RETURN_VALUE_IGNORED_BAD_PRACTICE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadRetrieval.java","55"
"Major","FB.RV_RETURN_VALUE_IGNORED_BAD_PRACTICE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/xxe/BlindSendFileAssignment.java","58"
"Major","FB.RV_RETURN_VALUE_IGNORED_BAD_PRACTICE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/webwolf/FileServer.java","71"
"Major","FB.RV_RETURN_VALUE_IGNORED_BAD_PRACTICE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/webwolf/FileServer.java","98"
"Major","FB.RV_RETURN_VALUE_IGNORED_BAD_PRACTICE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/webwolf/MvcConfiguration.java","54"
"Minor","FB.RV_RETURN_VALUE_IGNORED_NO_SIDE_EFFECT","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/vulnerablecomponents/VulnerableComponentsLesson.java","49"
"Major","FB.ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/container/asciidoc/EnvironmentExposure.java","28"
"Minor","FB.UC_USELESS_OBJECT","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/clientsidefiltering/Salaries.java","64"
"Major","FB.UI_INHERITANCE_UNSAFE_GETRESOURCE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/pathtraversal/ProfileUploadBase.java","126"
"Major","FB.URF_UNREAD_FIELD","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/lessontemplate/SampleAttack.java","71"
"Major","FB.VA_FORMAT_STRING_USES_NEWLINE","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/it/java/org/owasp/webgoat/integration/AccessControlIntegrationTest.java","46"
"Major","HANDLE_LEAK","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/challenges/challenge5/Assignment5.java","44"
"Major","HANDLE_LEAK","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/pathtraversal/ProfileZipSlip.java","75"
"Major","HANDLE_LEAK","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/advanced/SqlInjectionChallengeLogin.java","34"
"Major","HANDLE_LEAK","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson10.java","54"
"Major","HANDLE_LEAK","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson10.java","99"
"Major","HANDLE_LEAK","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson2.java","48"
"Major","HANDLE_LEAK","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson3.java","46"
"Major","HANDLE_LEAK","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson5.java","82"
"Major","HANDLE_LEAK","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson5b.java","48"
"Major","HANDLE_LEAK","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson8.java","59"
"Major","HANDLE_LEAK","/builds/gitlab/drit_digital_trace/owasp-webgoat/src/main/java/org/owasp/webgoat/lessons/sqlinjection/introduction/SqlInjectionLesson8.java","141"
